iter	RMSE
161	0.1641693039
162	0.1641252753
163	0.1634396848
164	0.1634148937
165	0.1629236956
166	0.1628961427
167	0.16285425
168	0.1624687888
169	0.1623222697
170	0.1618569994
171	0.1618315457
172	0.1617028659
173	0.160936058
174	0.1604038369
175	0.1600614504
176	0.1600361308
177	0.1600148256
178	0.1596033578
179	0.1595825904
180	0.1593096775
181	0.1588602961
182	0.1581671867
183	0.1575429511
184	0.1572117097
185	0.157180463
186	0.1568063321
187	0.1563292008
188	0.1559904734
189	0.1558870893
190	0.1553761564
191	0.1553198633
192	0.1552335901
193	0.1552129217
194	0.1551947151
195	0.1546660602
196	0.1545209858
197	0.1540843087
198	0.1538350118
199	0.1533405373
200	0.1529656688
201	0.1527586803
202	0.1523922921
203	0.1523726349
204	0.1520819265
205	0.1520176482
206	0.1515780355
207	0.1513094962
208	0.1511801644
209	0.1509900667
210	0.1507062266
211	0.1505746586
212	0.1500724013
213	0.1496580375
214	0.1493483789
215	0.1489448619
216	0.1488240129
217	0.1488087928
218	0.1487273977
219	0.1486288796
220	0.1482178271
221	0.1479996018
222	0.1473190736
223	0.1472989418
224	0.1466710076
225	0.1465663938
226	0.1464426936
227	0.1463284552
228	0.1462331992
229	0.1458652656
230	0.1455663458
231	0.1451380153
232	0.1445270566
233	0.1441771757
234	0.1440868843
235	0.144040888
236	0.1436712561
237	0.1431541997
238	0.1431198282
239	0.1427772867
240	0.1425743628
241	0.1423365786
242	0.142227236
243	0.1418189341
244	0.1414893329
245	0.1411691179
246	0.1408589076
247	0.1405352863
248	0.1404192041
249	0.1403777802
250	0.1403644329
251	0.1400849169
252	0.1400114449
253	0.1396357053
254	0.1394884233
255	0.1394551675
256	0.1392533767
257	0.1388090783
258	0.1387842532
259	0.1384775422
260	0.1384527939
261	0.1382154606
262	0.1381893798
263	0.137975147
264	0.1379425361
265	0.1378548776
266	0.1377594837
267	0.1377370986
268	0.1374946344
269	0.1372534923
270	0.1369913379
271	0.1369162441
272	0.1366095036
273	0.1365826744
274	0.1361306103
275	0.1359433072
276	0.1355669097
277	0.1355045231
278	0.1351703057
279	0.1348760593
280	0.134686112
281	0.1346637138
282	0.1346423842
283	0.134411864
284	0.1343911858
285	0.1342659152
286	0.1342363414
287	0.1340620684
288	0.1338687843
289	0.1334896236
290	0.1332727741
291	0.13325275
292	0.1329942512
293	0.1328739704
294	0.1325432758
295	0.1323713926
296	0.1321270344
297	0.1317638757
298	0.131709429
299	0.131626121
300	0.1313091082
301	0.1312401594
302	0.1310455269
303	0.1310274664
304	0.1310159595
305	0.1306776439
306	0.1305683936
307	0.1304054886
308	0.1303908047
309	0.1302276368
310	0.1302147332
311	0.1300041915
312	0.1298587903
313	0.1296367735
314	0.1294416563
315	0.129165718
316	0.1291548684
317	0.1291377803
318	0.1287383441
319	0.1285249999
320	0.1283318773
321	0.1281292557
322	0.1280329546
323	0.1279722677
324	0.1279024974
325	0.1278918224
326	0.1278427907
327	0.1278314484
328	0.1277525806
329	0.1275607322
330	0.1272440696
331	0.1268871942
332	0.1268772001
333	0.1266780476
334	0.1265569875
335	0.1263841976
336	0.1263744278
337	0.1261134378
338	0.1260511148
339	0.12583804
340	0.1255645889
341	0.1252614709
342	0.1252465563
343	0.1249899549
344	0.1249827813
345	0.1247481523
346	0.12461061
347	0.124424171
348	0.1241815766
349	0.1239918731
350	0.1239582651
351	0.1237317922
352	0.1237232676
353	0.1235286519
354	0.12352003
355	0.1235022221
356	0.1233568374
357	0.1229823495
358	0.1226769558
359	0.1224521851
360	0.1221823851
361	0.1221682427
362	0.122159066
363	0.1220365691
364	0.122023133
365	0.1218513861
366	0.1217094365
367	0.1214497707
368	0.1213398882
369	0.1211902251
370	0.1211132993
371	0.1211031301
372	0.1210945317
373	0.1207297121
374	0.1204529899
375	0.1201636792
376	0.1199548848
377	0.1199018342
378	0.1196957523
379	0.1195711636
380	0.1195052753
381	0.1194963704
382	0.119372375
383	0.1193638996
384	0.1191916853
385	0.1190912834
386	0.1190831827
387	0.118844483
388	0.1187102896
389	0.1184589962
390	0.1181136584
391	0.1179106023
392	0.1178542446
393	0.117845195
394	0.11768432
395	0.1175541382
396	0.1172161078
397	0.117059092
398	0.1169127661
399	0.1169050616
400	0.1168976578
401	0.1166969424
402	0.1164826969
403	0.1162989198
404	0.1160949379
405	0.1159011098
406	0.1158174472
407	0.1156963068
408	0.1154670382
409	0.1154291034
410	0.115340001
411	0.115289071
412	0.1151721954
413	0.115078462
414	0.1150115697
415	0.1148195217
416	0.1148075909
417	0.1147142021
418	0.1144730653
419	0.1142076355
420	0.1140141008
421	0.1139712224
422	0.1139619563
423	0.1137862626
424	0.1136203752
425	0.1134772111
426	0.1132691565
427	0.1132076315
428	0.1130374746
429	0.1128533777
430	0.1127697952
431	0.1126056528
432	0.1121600064
433	0.1120880037
434	0.1120185352
435	0.1118992543
436	0.1116175928
437	0.1114884169
438	0.1113975128
439	0.1111864516
440	0.111112465
441	0.1110064464
442	0.1107575025
443	0.1107233577
444	0.11062677
445	0.1105609291
446	0.1103423866
447	0.110232455
448	0.109938389
449	0.1098177563
450	0.1098103767
451	0.1098033037
452	0.109517481
453	0.109310084
454	0.1092294416
455	0.1091788594
456	0.1091237352
457	0.109058315
458	0.1086768587
459	0.1085356886
460	0.1085100612
461	0.1085031441
462	0.108294648
463	0.108262626
464	0.1081707699
465	0.1080589835
466	0.107986684
467	0.1079757151
468	0.1078569143
469	0.1078219625
470	0.1076503055
471	0.1074614074
472	0.1074289826
473	0.1074194688
474	0.1073870742
475	0.1072305655
476	0.1069904012
477	0.1068155701
478	0.1068090755
479	0.1066852597
480	0.1065293432
481	0.1064658957
482	0.1064027956
483	0.1063805773
484	0.1061972473
485	0.1059898886
486	0.105969379
487	0.1057243338
488	0.1057157558
489	0.1056313032
490	0.1055277555
491	0.1054130434
492	0.1053334508
493	0.1053277906
494	0.1051907539
495	0.1051275166
496	0.1051073954
497	0.1051011373
498	0.1049975444
499	0.1049665806
500	0.1048324668
501	0.1046561166
502	0.1044430326
503	0.1044176924
504	0.104319104
505	0.1041857385
506	0.1041683083
507	0.104119351
508	0.1039064102
509	0.1038999695
510	0.1038898646
511	0.103826456
512	0.1037576921
513	0.1036817104
514	0.1035743207
515	0.103403955
516	0.1032328172
517	0.1030605787
518	0.1029929
519	0.1028711769
520	0.1027145372
521	0.1026929556
522	0.1026874272
523	0.1025790948
524	0.1024144543
525	0.102409242
526	0.1024035832
527	0.1023851212
528	0.1022552442
529	0.1021965157
530	0.1021328648
531	0.1020113075
532	0.1018748813
533	0.1017951796
534	0.1016791479
535	0.1014443643
536	0.1014389027
537	0.1013535981
538	0.1010784301
539	0.1010725099
540	0.100858929
541	0.1006659366
542	0.1005011444
543	0.1004751954
544	0.1004441305
545	0.1003034964
546	0.1002831418
547	0.1002784309
548	0.1002083466
549	0.1001789347
550	0.100035553
551	0.09987391639
552	0.09966272237
553	0.09953173318
554	0.09944532727
555	0.09935077649
556	0.0992834863
557	0.0991933626
558	0.0989481249
559	0.09893421453
560	0.09885085008
561	0.09862588974
562	0.0984728188
563	0.09842830487
564	0.09830229003
565	0.09829779181
566	0.09821856171
567	0.09808159634
568	0.09799483377
569	0.09782352425
570	0.09772287427
571	0.09759614417
572	0.09756051193
573	0.09745883161
574	0.09731893437
575	0.0973147136
576	0.09723014229
577	0.09716502973
578	0.09710885605
579	0.09701805981
580	0.09693889548
581	0.09690668562
582	0.09686351918
583	0.09676087122
584	0.09665172109
585	0.09649238103
586	0.09646106412
587	0.09635121875
588	0.09625793689
589	0.09607987564
590	0.0959975861
591	0.09598663488
592	0.09591051953
593	0.09584165832
594	0.095780176
595	0.09572227519
596	0.09566808257
597	0.09552318375
598	0.09547605346
599	0.09536659431
600	0.09534699626
601	0.09521312257
602	0.09510899439
603	0.09508182074
604	0.09495127714
605	0.09493389721
606	0.09485083088
607	0.09483651858
608	0.09470011916
609	0.0945508312
610	0.09444568193
611	0.09431162086
612	0.09417353574
613	0.09416258123
614	0.09407451331
615	0.09400457565
616	0.0939596728
617	0.09387253599
618	0.09386855022
619	0.09386298354
620	0.09385102019
621	0.09380177667
622	0.09378891576
623	0.09375027289
624	0.09370922111
625	0.09361511507
626	0.09361128265
627	0.09353280698
628	0.0933734962
629	0.09331596166
630	0.0932736877
631	0.09325873698
632	0.09314172391
633	0.09308077767
634	0.0930771733
635	0.09300439161
636	0.09295398505
637	0.09284318736
638	0.09263150189
639	0.09248518329
640	0.09234999163
641	0.09232067023
642	0.09215165776
643	0.09208456088
644	0.09200634839
645	0.09200274629
646	0.09193064694
647	0.09192628316
648	0.09187545955
649	0.09166518734
650	0.09155695823
651	0.09142708095
652	0.09141735105
653	0.09137530145
654	0.09133005589
655	0.09132371927
656	0.09126427829
657	0.0911357849
658	0.091035021
659	0.09092893384
660	0.09090675478
661	0.09082400768
662	0.09072509304
663	0.09054975062
664	0.09050470169
665	0.09047133304
666	0.09035541452
667	0.09029062541
668	0.09021041527
669	0.09004797202
670	0.09002064363
671	0.09001731808
672	0.08986422921
673	0.08982295052
674	0.08972322206
675	0.08958135527
676	0.08946517735
677	0.08931615378
678	0.08916761739
679	0.08909992253
680	0.08894419777
681	0.08884338135
682	0.08876717476
683	0.08870940164
684	0.08860744149
685	0.08851992456
686	0.08850099216
687	0.08832871725
688	0.08820878268
689	0.08820540971
690	0.08815267869
691	0.08814919093
692	0.08809745216
693	0.08803876922
694	0.08797240564
695	0.08796859373
696	0.08795494844
697	0.0879517137
698	0.08788668534
699	0.08787109985
700	0.08779944404
701	0.08777537103
702	0.08773365999
703	0.08770709732
704	0.08765889394
705	0.08761313936
706	0.08755815831
707	0.08740770083
708	0.08740370716
709	0.08738235571
710	0.0873521546
711	0.08729964029
712	0.08723439841
713	0.0872300566
714	0.08719757566
715	0.08709170657
716	0.08698435431
717	0.08687645202
718	0.08669769486
719	0.08663002319
720	0.0865862822
721	0.08658277159
722	0.08641040045
723	0.08640627999
724	0.08637727019
725	0.08625880175
726	0.08622063528
727	0.0862011278
728	0.08604993165
729	0.0859202753
730	0.08583254546
731	0.08580571612
732	0.08573415151
733	0.08554083229
734	0.08553639041
735	0.08550499249
736	0.08538894117
737	0.08532510178
738	0.08532234598
739	0.08528331971
740	0.08523215883
741	0.08522021255
742	0.08521665261
743	0.0851051634
744	0.08499323988
745	0.08495223671
746	0.08491000919
747	0.08487034056
748	0.08485557926
749	0.08477093496
750	0.0847468446
751	0.08463330437
752	0.08451283824
753	0.08444567144
754	0.08443476276
755	0.08430963156
756	0.08427124376
757	0.08418069224
758	0.08415937667
759	0.08408594939
760	0.08402221306
761	0.08393886946
762	0.08393569686
763	0.08379946256
764	0.08378991017
765	0.08378096006
766	0.08377806125
767	0.08371618559
768	0.08369344813
769	0.0836429509
770	0.08358744684
771	0.0835207428
772	0.08346419659
773	0.08342188597
774	0.08327125308
775	0.08318002644
776	0.08306644422
777	0.08301548211
778	0.08294612034
779	0.0828860417
780	0.08275059899
781	0.08273429389
782	0.08270850471
783	0.08257697632
784	0.08256758453
785	0.08249530903
786	0.08241901915
787	0.08230034284
788	0.08220808765
789	0.08212449453
790	0.08210269944
791	0.08192412845
792	0.08190589015
793	0.08183637355
794	0.08179999818
795	0.08171860612
796	0.0816209153
797	0.08156844125
798	0.08152411134
799	0.08151392565
800	0.08149789401
801	0.08143153472
802	0.08137374381
803	0.08127999619
804	0.08124931469
805	0.08116594064
806	0.08115875343
807	0.08108265903
808	0.08107556488
809	0.08098799967
810	0.08090465081
811	0.0809025784
812	0.08075239423
813	0.08065983929
814	0.08058575253
815	0.08053639947
816	0.08050060098
817	0.08042225965
818	0.08038398467
819	0.0803382507
820	0.08024535297
821	0.08022757121
822	0.08022519353
823	0.08014047765
824	0.08004744494
825	0.07998672576
826	0.07998463863
827	0.07992986057
828	0.07983880659
829	0.07982336971
830	0.07977755901
831	0.07977501672
832	0.07965701955
833	0.07962871408
834	0.07950318768
835	0.07948138078
836	0.079452292
837	0.07943672139
838	0.07934531091
839	0.07934331647
840	0.07931517911
841	0.07929996839
842	0.07924007779
843	0.07918355733
844	0.07916315373
845	0.07902825044
846	0.07894810849
847	0.07890325236
848	0.07882320568
849	0.0787995879
850	0.07869206411
851	0.07868969342
852	0.07868693447
853	0.0786013849
854	0.07859248062
855	0.07858838188
856	0.07851992432
857	0.07851099727
858	0.07850889072
859	0.07848015291
860	0.07845739249
861	0.07839845728
862	0.07833168498
863	0.07831836132
864	0.0782436356
865	0.07815827089
866	0.07799413999
867	0.07799006694
868	0.07796388332
869	0.07794196291
870	0.07791296727
871	0.07791084142
872	0.07790891983
873	0.07781677107
874	0.07775162148
875	0.07773753269
876	0.07767519539
877	0.07759703931
878	0.07755245379
879	0.0773961309
880	0.07738870585
881	0.07738677512
882	0.07733321585
883	0.07729403803
884	0.07720589584
885	0.07710540091
886	0.07704078826
887	0.07699839706
888	0.07695382453
889	0.07681355352
890	0.07681037346
891	0.07669403572
892	0.07665791083
893	0.07656204565
894	0.0765326377
895	0.07652874099
896	0.07652655089
897	0.07651871668
898	0.07650350419
899	0.07647277053
900	0.07641133626
901	0.07626921846
902	0.07622934858
903	0.07614691714
904	0.07610500551
905	0.07609856136
906	0.07597556901
907	0.07590251493
908	0.07586828129
909	0.0757917418
910	0.0757902125
911	0.07578509996
912	0.07577431184
913	0.07577237897
914	0.07575882476
915	0.07570175011
916	0.07569385811
917	0.07563871079
918	0.07559946759
919	0.07559812648
920	0.07556724562
921	0.07550709303
922	0.07550143159
923	0.07548703103
924	0.07540528192
925	0.07536158512
926	0.07522612788
927	0.07517364945
928	0.07515874403
929	0.07515730879
930	0.0751094009
931	0.07510790188
932	0.07503946656
933	0.07503810905
934	0.0749581025
935	0.07488295606
936	0.07480768984
937	0.07480627925
938	0.07471727883
939	0.07471622004
940	0.0746593223
941	0.07465804956
942	0.07465680239
943	0.07462780905
944	0.07462160585
945	0.07456531777
946	0.07451609701
947	0.0745056392
948	0.07447768089
949	0.07446518047
950	0.07436741051
951	0.07431921082
952	0.07427414653
953	0.07422946994
954	0.07414843112
955	0.07413452433
956	0.07409300502
957	0.07401157887
958	0.0739521167
959	0.07388333873
960	0.073871598
961	0.07379694589
962	0.07376968106
963	0.07374132369
964	0.0737041539
965	0.07358912026
966	0.07357961981
967	0.07353323867
968	0.07351323644
969	0.07350862269
970	0.07350737922
971	0.07345034302
972	0.07334368351
973	0.07330851865
974	0.07329015088
975	0.07319560451
976	0.07317091018
977	0.07307648005
978	0.07301750748
979	0.0729919951
980	0.07299051919
981	0.07291188106
982	0.07285979653
983	0.07280080248
984	0.07277210762
985	0.07276597898
986	0.07271508674
987	0.07269732294
988	0.07266230819
989	0.0726203725
990	0.07253062883
991	0.0724977393
992	0.0724616251
993	0.07237415874
994	0.07230360521
995	0.07226939318
996	0.07217030274
997	0.07216916968
998	0.07211221573
999	0.07210499507
1000	0.07206381198
1001	0.07201095
1002	0.07197131584
1003	0.07193894108
1004	0.07191597869
1005	0.07187053746
1006	0.07186943019
1007	0.07181256544
1008	0.07179322618
1009	0.07175093125
1010	0.07167865321
1011	0.07167751841
1012	0.07167657859
1013	0.07167099119
1014	0.07160483793
1015	0.07153189854
1016	0.0715309187
1017	0.07148985258
1018	0.07148888814
1019	0.07144159602
1020	0.07143229451
1021	0.07135795296
1022	0.07135692904
1023	0.07135613018
1024	0.07127147712
1025	0.07122012479
1026	0.07117544586
1027	0.07117468807
1028	0.07106593303
1029	0.07106515099
1030	0.0708767594
1031	0.07083414953
1032	0.07081842782
1033	0.07081731177
1034	0.07081634916
1035	0.07078017931
1036	0.07071564492
1037	0.07067184407
1038	0.0706175607
1039	0.07052366855
1040	0.07043518667
1041	0.07037591272
1042	0.07029411526
1043	0.07028945041
1044	0.0702314252
1045	0.07020177932
1046	0.07019600494
1047	0.07019497618
1048	0.07017866907
1049	0.07008531017
1050	0.07008431051
1051	0.07001172486
1052	0.06993784655
1053	0.06990230962
1054	0.06985474098
1055	0.0698474891
1056	0.06979524422
1057	0.06978748731
1058	0.06973756014
1059	0.06969136304
1060	0.06965895968
1061	0.06964288065
1062	0.06959551903
1063	0.06950611208
1064	0.06950518312
1065	0.06944711968
1066	0.06936132192
1067	0.06932469805
1068	0.06930831258
1069	0.06930765134
1070	0.06927930342
1071	0.06927277091
1072	0.06924666666
1073	0.06917038491
1074	0.06911652146
1075	0.06907992898
1076	0.06904496091
1077	0.06900931361
1078	0.06899471552
1079	0.06896149377
1080	0.06892088963
1081	0.06889093416
1082	0.06889027288
1083	0.06888435586
1084	0.06888087298
1085	0.06880031945
1086	0.0687979113
1087	0.06875295033
1088	0.06869315659
1089	0.06867489434
1090	0.06866643725
1091	0.06863822208
1092	0.06857829672
1093	0.0685757178
1094	0.06854315441
1095	0.06852629123
1096	0.06848667093
1097	0.06839798161
1098	0.06839705696
1099	0.06839634524
1100	0.06836258132
1101	0.068332608
1102	0.06824106466
1103	0.06819232348
1104	0.06819138189
1105	0.06818671
1106	0.06815686353
1107	0.06810178863
1108	0.06801114959
1109	0.06794727164
1110	0.06792915843
1111	0.06788179997
1112	0.06783600187
1113	0.06780451989
1114	0.06777820121
1115	0.06772671494
1116	0.06765675965
1117	0.06760112186
1118	0.06756780336
1119	0.06751046983
1120	0.06746727583
1121	0.06743723978
1122	0.06738308958
1123	0.0672640659
1124	0.06718462681
1125	0.06713805224
1126	0.06710765612
1127	0.06709620151
1128	0.06708953194
1129	0.06700895894
1130	0.06696480875
1131	0.06691344946
1132	0.06685972129
1133	0.06682962494
1134	0.06681790951
1135	0.06677975828
1136	0.06661946755
1137	0.06658386464
1138	0.06650571904
1139	0.06645558553
1140	0.06637677485
1141	0.06632356581
1142	0.06624257724
1143	0.06624084557
1144	0.0661936064
1145	0.0661651859
1146	0.06612638465
1147	0.06612524334
1148	0.06606772391
1149	0.06606677024
1150	0.06598473189
1151	0.06592424403
1152	0.06581257559
1153	0.06577138711
1154	0.06567972989
1155	0.06564042005
1156	0.06558351688
1157	0.06553587606
1158	0.06549395728
1159	0.06548194006
1160	0.06542527209
1161	0.06539761971
1162	0.06535458153
1163	0.06532708365
1164	0.0653002385
1165	0.06526538446
1166	0.06524230454
1167	0.0652240054
1168	0.06514227306
1169	0.06511142084
1170	0.06507991969
1171	0.06505567873
1172	0.06497907816
1173	0.0649159799
1174	0.0649149783
1175	0.06489737597
1176	0.06479234541
1177	0.06478237705
1178	0.06477960216
1179	0.06477090125
1180	0.06476993337
1181	0.06475275241
1182	0.06465996609
1183	0.06464430538
1184	0.06461639589
1185	0.0645585916
1186	0.06451486076
1187	0.06447035644
1188	0.06443992096
1189	0.06438195185
1190	0.06437912138
1191	0.06437814962
1192	0.06437665113
1193	0.06434714477
1194	0.06430853445
1195	0.0642826132
1196	0.06423133142
1197	0.06420613492
1198	0.06418690953
1199	0.06417996931
